id,type,domain,enabled,date_added,date_modified,comment
55,0,antrouter.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
56,0,aolcdn.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
57,0,apex.techrepublic.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
58,0,api2.poloniex.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
59,0,api-godaddy.nd.nudatasecurity.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
60,0,api.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
61,0,api.apptentive.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
62,0,api.bountysource.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
63,0,api.bp.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
64,0,api.coinbase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
65,0,api.exchange.coinbase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
66,0,api.getpocket.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
67,0,api.ipify.org,1,1590035086,1590861386,"Managed by pihole-updatelists"
68,0,api.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
69,0,api.nfl.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
70,0,api.peer5.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
71,0,api.poloniex.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
72,0,api.roku.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
73,0,api.sandbox.coinbase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
74,0,api.sr.roku.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
75,0,api.termius.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
76,0,api.trello.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
77,0,api.unsplash.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
78,0,apis.google.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
79,0,apis.mail.yahoo.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
80,0,apmebf.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
81,0,app-api.ted.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
82,0,app.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
83,0,app.convertkit.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
84,0,app.plex.tv,1,1590035086,1590861386,"Managed by pihole-updatelists"
85,0,appengine.google.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
86,0,apple.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
87,0,appleid.apple.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
88,0,appleid.cdn-apple.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
89,0,apps.skype.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
90,0,appsbackup-pa.clients6.google.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
91,0,appsbackup-pa.googleapis.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
92,0,appsumo.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
93,0,appv2.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
94,0,appv3.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
95,0,apresolve.spotify.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
96,0,apt.sonarr.tv,1,1590035086,1590861386,"Managed by pihole-updatelists"
97,0,askvg.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
98,0,aspnetcdn.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
99,0,asset.wsj.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
100,0,assets-jpcust.jwpsrv.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
101,0,assets.coinbase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
102,0,assets.gadgets360cdn.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
103,0,assets.getpocket.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
104,0,assets.jassets.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
105,0,assets.jetlore.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
106,0,assets.nflxext.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
107,0,assets.ubuntu.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
108,0,assets.zendesk.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
109,0,assetsuat2.tataunistore.com.edgekey.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
110,0,attestation.xboxlive.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
111,0,au.download.windowsupdate.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
112,0,au.download.windowsupdate.com.edgesuite.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
113,0,auditrecording-pa.googleapis.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
114,0,auth.gfx.ms,1,1590035086,1590861386,"Managed by pihole-updatelists"
115,0,auto.au.download.windowsupdate.com.c.footprint.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
116,0,avantlink.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
117,0,ax.phobos.apple.com.edgesuite.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
118,0,az416426.vo.msecnd.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
119,0,az725175.vo.msecnd.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
120,0,az764295.vo.msecnd.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
121,0,b2bapi.zee5.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
122,0,b.marfeelcache.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
123,0,bankrate.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
124,0,bbc.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
125,0,bbci.co.uk,1,1590035086,1590861386,"Managed by pihole-updatelists"
126,0,bc.marfeelcache.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
127,0,beta.api.getpocket.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
128,0,beta.coinbase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
129,0,beta.spotify.map.fastly.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
130,0,betanews.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
131,0,bfast.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
132,0,bgr.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
133,0,bing.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
134,0,biologycorner.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
135,0,bit.ly,1,1590035086,1590861386,"Managed by pihole-updatelists"
136,0,bitbucket-marketing-cdn.atlassian.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
137,0,bitbucket.org,1,1590035086,1590861386,"Managed by pihole-updatelists"
138,0,bitly.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
139,0,bittip.coinbase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
140,0,bleepingcomputer.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
141,0,blob.weather.microsoft.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
142,0,blocklists.settings.services.mozilla.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
143,0,blog.appsumo.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
144,0,blog.hubspot.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
145,0,blog.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
146,0,blog.sessionstack.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
147,0,blog.techrepublic.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
148,0,blogs.techrepublic.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
149,0,boards.greenhouse.io,1,1590035086,1590861386,"Managed by pihole-updatelists"
150,0,books.google.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
151,0,bp.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
152,0,brands.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
153,0,brightcove.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
154,0,bt.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
155,0,btc.blockchain.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
156,0,btc.ger.sp918.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
157,0,btc.hh.aha68.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
158,0,btc.hh.ex9y8.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
159,0,btc.ru.a9869.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
160,0,btc.ru.sp918.antpool.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
161,0,bufferapp.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
162,0,buy.coinbase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
163,0,bwp.techrepublic.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
164,0,c0.wp.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
165,0,c1.microsoft.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
166,0,c.microsoft.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
167,0,c.s-microsoft.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
168,0,c.trello.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
169,0,calendar.google.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
170,0,captive.apple.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
171,0,captive.roku.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
172,0,cc-dt.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
173,0,ccleaner.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
174,0,cd6.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
175,0,cdn1.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
176,0,cdn2.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
177,0,cdn2.optimizely.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
178,0,cdn3.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
179,0,cdn3.optimizely.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
180,0,cdn4.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
181,0,cdn5.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
182,0,cdn6.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
183,0,cdn7.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
184,0,cdn7.es.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
185,0,cdn9.es.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
186,0,cdn-audio-1.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
187,0,cdn-images-1.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
188,0,cdn-images-2.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
189,0,cdn-images.mailchimp.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
190,0,cdn-origin01.techrepublic.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
191,0,cdn-static-1.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
192,0,cdn.apple-mapkit.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
193,0,cdn.arstechnica.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
194,0,cdn.chocolatey.org,1,1590035086,1590861386,"Managed by pihole-updatelists"
195,0,cdn.cloudflare.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
196,0,cdn.convertkit.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
197,0,cdn.digitaltrends.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
198,0,cdn.embedly.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
199,0,cdn.fbsbx.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
200,0,cdn.firebase.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
201,0,cdn.flipboard.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
202,0,cdn.gadgets360.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
203,0,cdn.jsdelivr.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
204,0,cdn.jwplayer.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
205,0,cdn.livechatinc.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
206,0,cdn.medium.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
207,0,cdn.onenote.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
208,0,cdn.onenote.net.edgekey.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
209,0,cdn.onesignal.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
210,0,cdn.optimizely.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
211,0,cdn.perfdrive.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
212,0,cdn.rawgit.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
213,0,cdn.shopifycloud.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
214,0,cdn.sstatic.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
215,0,cdn.ttgtmedia.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
216,0,cdn.vidible.tv,1,1590035086,1590861386,"Managed by pihole-updatelists"
217,0,cdn.voscast.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
218,0,cdn.w3schools.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
219,0,cdnapisec.kaltura.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
220,0,cdnjs.cloudflare.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
221,0,cdnssl.softpedia.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
222,0,cds.j3z9t3p6.hwcdn.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
223,0,cdx.cedexis.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
224,0,cert.mgt.xboxlive.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
225,0,cfvod.kaltura.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
226,0,channel9.msdn.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
227,0,channels.roku.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
228,0,chart.googleapis.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
229,0,chat.cdn.whatsapp.net,1,1590035086,1590861386,"Managed by pihole-updatelists"
230,0,chocolatey.org,1,1590035086,1590861386,"Managed by pihole-updatelists"
231,0,choices.truste.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
232,0,chrome.google.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
233,0,chromestatus.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
234,0,ci3.googleusercontent.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
235,0,ci4.googleusercontent.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
236,0,ci5.googleusercontent.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
237,0,cj.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
238,0,cj.dotomi.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
239,0,ckpool.org,1,1590035086,1590861386,"Managed by pihole-updatelists"
240,0,clc.stackoverflow.com,1,1590035086,1590861386,"Managed by pihole-updatelists"
